Player,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 31
chris duarte,2023-24,26.0,SAC,NBA,SF,59.0,11.0,12.2,1.4,3.6,0.381,0.7,2.2,0.346,0.6,1.4,0.434,0.486,0.4,0.6,0.788,0.4,1.4,1.8,0.7,0.5,0.1,0.4,1.4,3.9,
devon carter,2021-22,26.0,TOT,NBA,PG,66.0,3.0,13.7,1.5,3.8,0.387,1.0,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1.0,4.2,
devon carter,2022-23,27.0,MIL,NBA,PG,81.0,39.0,22.3,3.0,7.0,0.423,1.8,4.2,0.421,1.2,2.8,0.425,0.549,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,2.0,8.0,
devon carter,2023-24,28.0,CHI,NBA,PG,72.0,0.0,13.9,1.9,5.1,0.378,1.1,3.3,0.329,0.8,1.8,0.466,0.484,0.1,0.1,0.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0,
julian phillips,2023-24,20.0,CHI,NBA,SF,40,0,8.1,0.8,1.9,0.416,0.3,1.0,0.316,0.5,1.0,0.513,0.494,0.3,0.5,0.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1.0,2.2,
coby white,2021-22,21.0,CHI,NBA,PG,61,17,27.5,4.6,10.6,0.433,2.2,5.8,0.385,2.3,4.8,0.491,0.539,1.3,1.5,0.857,0.3,2.7,3.0,2.9,0.5,0.2,1.1,2.2,12.7,
coby white,2022-23,22.0,CHI,NBA,SG,74,2,23.4,3.6,8.0,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,
coby white,2023-24,23.0,CHI,NBA,PG,79,78,36.5,6.8,15.3,0.447,2.6,7.0,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,2.4,19.1,
nikola vucevic,2021-22,31.0,CHI,NBA,C,73.0,73.0,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,
nikola vucevic,2022-23,32.0,CHI,NBA,C,82.0,82.0,33.5,7.3,14.0,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,
nikola vucevic,2023-24,33.0,CHI,NBA,C,76.0,74.0,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,
zach lavine,2021-22,26.0,CHI,NBA,SG,67.0,67.0,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,
zach lavine,2022-23,27.0,CHI,NBA,SG,77.0,77.0,35.9,8.7,18.0,0.485,2.6,7.1,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,
zach lavine,2023-24,28.0,CHI,NBA,SG,25.0,23.0,34.9,6.8,15.0,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,
dalen terry,2022-23,20.0,CHI,NBA,SG,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,
dalen terry,2023-24,21.0,CHI,NBA,SG,59,2,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.9,1.4,0.627,0.494,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,
josh giddey,2021-22,19.0,OKC,NBA,SF,54,54,31.5,5.2,12.4,0.419,1.0,3.9,0.263,4.2,8.5,0.492,0.461,1.0,1.5,0.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,
josh giddey,2022-23,20.0,OKC,NBA,PF,76,76,31.1,7.1,14.7,0.482,1.0,3.1,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,
josh giddey,2023-24,21.0,OKC,NBA,SG,80,80,25.1,5.0,10.6,0.475,1.0,3.0,0.337,4.0,7.6,0.53,0.523,1.3,1.6,0.806,1.4,5.0,6.4,4.8,0.6,0.6,2.1,1.4,12.3,
lonzo ball,2021-22,24.0,CHI,NBA,PG,35,35,34.6,4.6,10.9,.423,3.1,7.4,.423,1.5,3.5,.423,.567,0.6,0.8,.750,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,
lonzo ball,2022-23,25.0,,Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee)
lonzo ball,2023-24,26.0,,Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee)
mouhamed gueye,2023-24,21.0,ATL,NBA,PF,6,0,12.2,1.3,3.8,0.348,0.5,1.5,0.333,0.8,2.3,0.357,0.413,0.8,1.0,0.833,1.7,2.0,3.7,0.7,0.8,0.7,0.2,2.2,4.0,
vit krejci,2021-22,21.0,OKC,NBA,SG,30,8,23.0,2.3,5.6,.407,1.1,3.3,.327,1.2,2.3,.522,.503,0.6,0.7,.864,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,6.2,
vit krejci,2022-23,22.0,ATL,NBA,PG,29,0,5.7,0.5,1.3,.405,0.2,0.7,.238,0.3,0.6,.625,.473,0.0,0.1,.500,0.2,0.7,0.9,0.6,0.2,0.0,0.2,0.6,1.2,
vit krejci,2023-24,23.0,ATL,NBA,PG,22,14,24.6,2.3,4.7,.490,1.3,3.1,.412,1.0,1.6,.639,.625,0.2,0.3,.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,
seth lundy,2023-24,23.0,ATL,NBA,SF,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,
cody zeller,2021-22,29.0,POR,NBA,C,27.0,0.0,13.1,1.9,3.3,0.567,0.0,0.1,0.0,1.9,3.2,0.593,0.567,1.4,1.8,0.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2,
cody zeller,2022-23,30.0,MIA,NBA,C,15.0,2.0,14.5,2.5,3.9,0.627,0.0,0.1,0.0,2.5,3.8,0.649,0.627,1.6,2.3,0.686,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5,
cody zeller,2023-24,31.0,NOP,NBA,C,43.0,0.0,7.4,0.6,1.4,0.419,0.0,0.1,0.333,0.6,1.4,0.424,0.427,0.5,0.9,0.605,1.1,1.5,2.6,0.9,0.2,0.1,0.4,1.0,1.8,
onyeka okongwu,2021-22,21.0,ATL,NBA,C,48,6,20.7,3.3,4.7,0.69,0.0,0.0,,3.3,4.7,0.69,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,
onyeka okongwu,2022-23,22.0,ATL,NBA,C,80,18,23.1,4.0,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1.0,0.7,1.3,1.0,3.1,9.9,
onyeka okongwu,2023-24,23.0,ATL,NBA,C,55,8,25.5,4.1,6.6,0.611,0.4,1.3,0.333,3.6,5.4,0.676,0.642,1.7,2.1,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2,
kobe bufkin,2023-24,20.0,ATL,NBA,SG,17,0,11.5,2.0,5.4,0.37,0.5,2.4,0.225,1.5,3.1,0.481,0.418,0.2,0.5,0.5,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8,
jalen johnson,2021-22,20.0,ATL,NBA,PF,22,0,5.5,1.0,1.9,0.537,0.1,0.6,0.231,0.9,1.3,0.679,0.573,0.2,0.3,0.714,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4,
jalen johnson,2022-23,21.0,ATL,NBA,SF,70,6,14.9,2.3,4.6,0.491,0.4,1.5,0.288,1.8,3.1,0.587,0.537,0.7,1.1,0.628,0.7,3.3,4.0,1.2,0.5,0.5,0.6,1.6,5.6,
jalen johnson,2023-24,22.0,ATL,NBA,SF,56,52,33.7,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9.0,0.574,0.562,1.9,2.6,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16.0,
bogdan bogdanovic,2021-22,29.0,ATL,NBA,SG,63,27,29.3,5.4,12.6,.431,2.7,7.3,.368,2.7,5.3,.516,.537,1.5,1.8,.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,
bogdan bogdanovic,2022-23,30.0,ATL,NBA,SG,54,9,27.9,5.1,11.3,.447,2.7,6.7,.406,2.4,4.6,.506,.566,1.2,1.4,.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.0,
bogdan bogdanovic,2023-24,31.0,ATL,NBA,SG,79,33,30.4,6.0,13.9,.428,3.0,8.1,.374,2.9,5.8,.503,.537,1.9,2.1,.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,
de’andre hunter,2021-22,24.0,ATL,NBA,SF,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,
de’andre hunter,2022-23,25.0,ATL,NBA,SF,67,67,31.7,5.7,12.3,0.461,1.5,4.3,0.35,4.2,8.0,0.521,0.522,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3.0,15.4,
de’andre hunter,2023-24,26.0,ATL,NBA,SF,57,37,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,
larry nance jr,2021-22,29.0,TOT,NBA,"C,PF",46.0,11.0,22.6,2.8,5.4,0.522,0.5,1.5,0.329,2.3,3.8,0.599,0.569,0.9,1.2,0.702,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8,7.0,
larry nance jr,2022-23,30.0,NOP,NBA,C,65.0,1.0,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4.0,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2.0,6.8,
larry nance jr,2023-24,31.0,NOP,NBA,C,61.0,0.0,19.9,2.3,4.0,0.573,0.4,1.1,0.415,1.8,2.9,0.631,0.629,0.8,1.0,0.77,1.5,3.5,5.0,1.9,1.0,0.3,0.8,1.6,5.7,
dyson daniels,2022-23,19.0,NOP,NBA,PG,59,11,17.7,1.5,3.5,0.418,0.5,1.5,0.314,1.0,2.1,0.492,0.483,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1.0,1.7,3.8,
dyson daniels,2023-24,20.0,NOP,NBA,PG,61,16,22.3,2.3,5.1,0.447,0.7,2.2,0.311,1.6,2.9,0.551,0.514,0.6,0.9,0.642,1.0,2.9,3.9,2.7,1.4,0.4,1.0,1.7,5.8,
david roddy,2022-23,21.0,MEM,NBA,PF,70.0,4.0,18.0,2.6,6.0,0.429,0.9,3.0,0.307,1.6,3.0,0.553,0.506,0.6,0.9,0.631,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7,
david roddy,2023-24,22.0,TOT,NBA,PF,65.0,13.0,18.1,2.5,6.3,0.403,0.7,2.5,0.293,1.8,3.8,0.478,0.462,0.7,1.0,0.691,0.8,2.4,3.2,1.2,0.4,0.2,0.9,1.1,6.5,
garrison mathews,2021-22,25.0,HOU,NBA,SG,65.0,33.0,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,
garrison mathews,2022-23,26.0,TOT,NBA,SG,54.0,0.0,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.52,0.9,1.0,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,
garrison mathews,2023-24,27.0,ATL,NBA,SG,66.0,5.0,15.0,1.6,3.4,0.456,1.3,2.9,0.44,0.3,0.5,0.545,0.644,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,
clint capela,2021-22,27.0,ATL,NBA,C,74.0,73.0,27.6,5.0,8.2,0.613,0.0,0.0,0.0,5.0,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,
clint capela,2022-23,28.0,ATL,NBA,C,65.0,63.0,26.6,5.4,8.2,0.653,0.0,0.0,0.0,5.4,8.2,0.654,0.653,1.2,2.0,0.603,4.0,7.1,11.0,0.9,0.7,1.2,0.8,2.1,12.0,
clint capela,2023-24,29.0,ATL,NBA,C,73.0,73.0,25.8,4.8,8.5,0.571,0.0,0.0,0.0,4.8,8.5,0.572,0.571,1.8,2.8,0.631,4.6,6.0,10.6,1.2,0.6,1.5,1.0,2.2,11.5,
trae young,2021-22,23.0,ATL,NBA,PG,76,76,34.9,9.4,20.3,0.46,3.1,8.0,0.382,6.3,12.3,0.512,0.536,6.6,7.3,0.904,0.7,3.1,3.7,9.7,0.9,0.1,4.0,1.7,28.4,
trae young,2022-23,24.0,ATL,NBA,PG,73,73,34.8,8.2,19.0,0.429,2.1,6.3,0.335,6.1,12.7,0.476,0.485,7.8,8.8,0.886,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2,
trae young,2023-24,25.0,ATL,NBA,PG,54,54,36.0,8.0,18.7,0.43,3.2,8.7,0.373,4.8,10.0,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,
ben simmons,2021-22,25.0,,Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury)
ben simmons,2022-23,26.0,BRK,NBA,PG,42,33,26.3,3.2,5.6,.566,0.0,0.0,.000,3.2,5.5,.571,.566,0.6,1.4,.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,
ben simmons,2023-24,27.0,BRK,NBA,PG,15,12,23.9,2.9,4.9,.581,0.0,0.0,,2.9,4.9,.581,.581,0.4,1.0,.400,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,
day’ron sharpe,2021-22,20.0,BRK,NBA,PF,32,8,12.2,2.7,4.7,0.577,0.1,0.2,0.286,2.6,4.4,0.592,0.584,0.8,1.3,0.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2,
day’ron sharpe,2022-23,21.0,BRK,NBA,C,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,
day’ron sharpe,2023-24,22.0,BRK,NBA,C,61,1,15.1,2.8,4.8,0.571,0.1,0.2,0.267,2.7,4.6,0.588,0.578,1.2,2.0,0.61,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,
cam thomas,2021-22,20.0,BRK,NBA,SG,67,2,17.6,3.3,7.5,0.433,0.7,2.6,0.27,2.6,4.9,0.52,0.48,1.3,1.6,0.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1.0,8.5,
cam thomas,2022-23,21.0,BRK,NBA,SG,57,4,16.6,3.5,8.0,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,
cam thomas,2023-24,22.0,BRK,NBA,SG,66,51,31.4,8.0,18.0,0.442,2.2,6.0,0.364,5.8,12.0,0.481,0.503,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,
ziaire williams,2021-22,20.0,MEM,NBA,SF,62,31,21.7,3.1,6.8,0.45,1.2,3.9,0.314,1.9,2.9,0.632,0.54,0.7,0.9,0.782,0.4,1.7,2.1,1.0,0.6,0.2,0.7,1.8,8.1,
ziaire williams,2022-23,21.0,MEM,NBA,SF,37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.492,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7,
ziaire williams,2023-24,22.0,MEM,NBA,SF,51,15,20.4,2.9,7.4,0.397,1.1,3.7,0.307,1.8,3.7,0.487,0.474,1.2,1.5,0.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,8.2,
dorian finney-smith,2021-22,28.0,DAL,NBA,PF,80.0,80.0,33.1,4.1,8.7,0.471,2.2,5.4,0.395,1.9,3.2,0.599,0.595,0.7,1.0,0.675,1.5,3.2,4.7,1.9,1.1,0.5,1.0,2.3,11.0,
dorian finney-smith,2022-23,29.0,TOT,NBA,PF,66.0,66.0,30.4,3.0,7.6,0.391,1.7,5.1,0.337,1.2,2.5,0.503,0.505,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,2.2,8.3,
dorian finney-smith,2023-24,30.0,BRK,NBA,PF,68.0,56.0,28.4,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.535,0.5,0.7,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,
bojan bogdanovic,2021-22,32.0,UTA,NBA,PF,69,69,30.9,6.1,13.4,.455,2.6,6.8,.387,3.5,6.7,.524,.552,3.2,3.8,.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,
bojan bogdanovic,2022-23,33.0,DET,NBA,PF,59,59,32.1,7.3,14.9,.488,2.5,6.0,.411,4.8,9.0,.539,.570,4.5,5.1,.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,
bojan bogdanovic,2023-24,34.0,TOT,NBA,"PF,SF",57,27,25.9,5.4,11.9,.454,2.3,5.9,.398,3.1,6.1,.507,.551,2.1,2.6,.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2,
cameron johnson,2021-22,25.0,PHO,NBA,PF,66.0,16.0,26.2,4.2,9.2,0.46,2.5,5.9,0.425,1.7,3.3,0.523,0.596,1.5,1.7,0.86,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7,12.5,
cameron johnson,2022-23,26.0,TOT,NBA,PF,42.0,41.0,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.9,5.2,0.548,0.579,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5,
cameron johnson,2023-24,27.0,BRK,NBA,PF,58.0,47.0,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,
dennis schroder,2021-22,28.0,TOT,NBA,PG,64.0,29.0,28.7,4.9,11.3,0.431,1.3,3.9,0.344,3.5,7.4,0.477,0.49,2.5,2.9,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5,
dennis schroder,2022-23,29.0,LAL,NBA,PG,66.0,50.0,30.1,4.1,9.8,0.415,1.1,3.4,0.329,3.0,6.4,0.461,0.472,3.3,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,
dennis schroder,2023-24,30.0,TOT,NBA,PG,80.0,58.0,31.1,5.0,11.6,0.435,1.7,4.6,0.375,3.3,7.0,0.474,0.509,2.2,2.7,0.836,0.5,2.5,3.0,6.1,0.8,0.2,1.9,2.1,14.0,
noah clowney,2023-24,19.0,BRK,NBA,PF,23,4,16.1,2.2,4.0,0.538,0.5,1.4,0.364,1.7,2.6,0.633,0.602,0.9,1.3,0.7,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,
dariq whitehead,2023-24,19.0,BRK,NBA,SF,2,0,12.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,0.5,1.0,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,
jalen wilson,2023-24,23.0,BRK,NBA,PF,43,3,15.4,1.8,4.2,0.425,0.6,1.7,0.324,1.2,2.4,0.495,0.492,0.9,1.1,0.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,5.0,
shake milton,2021-22,25.0,PHI,NBA,SG,55.0,6.0,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,
shake milton,2022-23,26.0,PHI,NBA,SG,76.0,11.0,20.6,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,0.535,1.3,1.5,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,1.6,8.4,
shake milton,2023-24,27.0,TOT,NBA,SG,48.0,0.0,12.1,1.6,4.1,0.405,0.4,1.3,0.281,1.3,2.7,0.466,0.451,0.8,1.0,0.816,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1,4.5,
nic claxton,2021-22,22.0,BRK,NBA,C,47,19,20.7,3.8,5.6,0.674,0.0,0.0,,3.8,5.6,0.674,0.674,1.1,2.0,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,
nic claxton,2022-23,23.0,BRK,NBA,C,76,76,29.9,5.4,7.7,0.705,0.0,0.0,0.0,5.4,7.7,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,
nic claxton,2023-24,24.0,BRK,NBA,C,71,71,29.8,5.2,8.2,0.629,0.0,0.1,0.2,5.1,8.1,0.633,0.63,1.5,2.8,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,11.8,
trendon watford,2021-22,21.0,POR,NBA,SF,48.0,10.0,18.1,3.0,5.6,0.532,0.2,0.8,0.237,2.8,4.8,0.581,0.549,1.5,2.0,0.755,1.2,3.0,4.1,1.7,0.5,0.6,0.9,2.4,7.6,
trendon watford,2022-23,22.0,POR,NBA,PF,62.0,12.0,19.1,2.9,5.2,0.56,0.4,1.0,0.391,2.5,4.2,0.602,0.599,1.2,1.6,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,
trendon watford,2023-24,23.0,BRK,NBA,PF,63.0,2.0,13.6,2.6,4.9,0.527,0.4,1.1,0.397,2.2,3.9,0.564,0.571,1.2,1.5,0.794,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,6.9,
keon johnson,2021-22,19.0,TOT,NBA,SG,37.0,12.0,18.8,2.6,7.4,0.353,0.9,2.7,0.34,1.7,4.6,0.36,0.415,1.1,1.4,0.804,0.6,1.5,2.2,2.1,0.8,0.3,1.2,1.9,7.2,
keon johnson,2022-23,20.0,POR,NBA,SG,40.0,0.0,10.4,1.7,4.5,0.376,0.7,2.0,0.346,1.0,2.4,0.402,0.455,0.7,1.0,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,
keon johnson,2023-24,21.0,BRK,NBA,SG,5.0,0.0,12.2,1.6,4.2,0.381,0.8,2.0,0.4,0.8,2.2,0.364,0.476,2.2,2.4,0.917,0.6,0.8,1.4,0.6,0.6,0.2,1.0,1.0,6.2,
kelly olynyk,2021-22,30.0,DET,NBA,C,40.0,1.0,19.1,3.2,7.2,0.448,1.0,3.0,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,
kelly olynyk,2022-23,31.0,UTA,NBA,C,68.0,68.0,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4,12.5,
kelly olynyk,2023-24,32.0,TOT,NBA,C,78.0,27.0,22.6,3.5,6.4,0.555,0.8,2.0,0.387,2.8,4.4,0.632,0.616,1.9,2.3,0.833,1.4,3.9,5.3,4.4,0.9,0.4,1.9,2.9,9.8,
jared rhoden,2022-23,23.0,DET,NBA,SG,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1.0,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,
jared rhoden,2023-24,24.0,DET,NBA,SG,17,0,14.4,1.9,3.9,0.5,0.7,1.8,0.387,1.2,2.1,0.6,0.591,0.3,0.5,0.625,0.2,1.8,1.9,0.8,0.2,0.8,0.4,1.6,4.9,
immanuel quickley,2021-22,22.0,NYK,NBA,PG,78.0,3.0,23.1,3.6,9.3,0.392,1.8,5.1,0.346,1.9,4.2,0.448,0.487,2.3,2.6,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3,
